tran_type,description,start_tran_date,start_tran_time,end_tran_date,end_tran_time,employee_id,control_number,line_number,control_number_2,outside_id,wh_id,location_id,hu_id,num_items,item_number,lot_number,uom,tran_qty,wh_id_2,location_id_2,verify_status,employee_id_2,routing_code,hu_id_2,return_disposition,elapsed_time,log_id,group_id,afi_package_rate,Wh_id_3,equipment_zone,Volume
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:36,4/26/2026,1/1/1900 1:37,50526,HDMU6733440,4,P2V2L65,,335,D021,39386527,0,T468-00,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,21,150677163,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:02,4/26/2026,1/1/1900 0:02,50957,WHLU535184,2,P2V2R27,,335,D019,39380025,0,B794-182,6.6147E+11,,1,,FOOT50957,,50957,,5688673,0,0,150670904,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:41,4/26/2026,1/1/1900 2:41,50526,SITU9073411,1,P2V3X02,,335,D027,39386497,0,B697-31,6.18269E+11,,1,,FOOT50526,,50526,,5692361,0,0,150683226,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:19,4/26/2026,1/1/1900 3:19,50957,FFAU1123872,3,P2V3D72,,335,D031A,39401102,0,D612-00,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687127,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:10,4/26/2026,1/1/1900 5:10,50957,MCCU3045621,4,P2V1T87,,335,D014,39400990,0,B947-56,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695660,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:01,4/26/2026,1/1/1900 3:01,50857,MEDU9501270,11,P2V3G79,,335,D045,,0,7970235,5.03953E+11,,1,,FOOT50857,,50857,,5690948,0,1,150685201,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:30,4/26/2026,1/1/1900 4:31,50526,TCKU7984372,7,P2V3W69,,335,D033,39386492,0,B922-56W1,6.18269E+11,,1,,FOOT50526,,50526,,5692356,0,65,150691686,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:07,4/26/2026,1/1/1900 2:07,50857,MEDU9522544,4,P2V3628,,335,D037,,0,4340365,5.03953E+11,,1,,FOOT50857,,50857,,5690241,0,0,150680162,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:08,4/26/2026,1/1/1900 5:08,50957,MCCU3045621,7,P2V1T87,,335,D014,39400988,0,D947-01A,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695548,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:00,4/26/2026,1/1/1900 0:00,50870,IMTU9073853,6,P2V0S97,,335,D017,39400817,0,B685-52,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,0,150670375,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:35,4/26/2026,1/1/1900 5:35,50957,NSSU7030794,5,P2V4J87,,335,D023,39400999,0,T679-9,6.83812E+11,,1,,FOOT50957,,50957,,5694166,0,12,150698742,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:23,4/26/2026,1/1/1900 3:23,50957,FFAU1123872,1,P2V3D72,,335,D031A,39401095,0,D413-425,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687746,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:22,4/26/2026,1/1/1900 5:22,50870,EISU946810,3,P2V1R86,,335,D018,39400874,0,B787-58W1,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150697679,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:45,4/26/2026,1/1/1900 5:45,50857,ITLU1800000,12,P2V4X10,,335,D036,,0,9212127,5.03953E+11,,1,,FOOT50857,,50857,,5695070,0,0,150700559,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:01,4/26/2026,1/1/1900 3:01,50857,MEDU9501270,11,P2V3G79,,335,D045,,0,7970235,5.03953E+11,,1,,FOOT50857,,50857,,5690948,0,0,150685198,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:24,4/26/2026,1/1/1900 0:24,50857,MEDU9517532,14,P2V3D74,,335,D039,,0,7970235,5.03953E+11,,1,,FOOT50857,,50857,,5690839,0,0,150674304,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:36,4/26/2026,1/1/1900 4:36,50857,MEDU9505974,7,P2V3C74,,335,D049,,0,6100431,5.03953E+11,,1,,FOOT50857,,50857,,5690781,0,0,150692206,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:37,4/26/2026,1/1/1900 4:37,50857,MEDU9505974,7,P2V3C74,,335,D049,,0,4450425,5.03953E+11,,1,,FOOT50857,,50857,,5690781,0,0,150692286,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:01,4/26/2026,1/1/1900 5:01,50964,ITLU2000000,6,P2V4T80,,335,D034,,0,3940265,5.03953E+11,,1,,FOOT50964,,50964,,5694897,0,0,150693672,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:01,4/26/2026,1/1/1900 5:01,50964,ITLU2000000,6,P2V4T80,,335,D034,,0,3940265,5.03953E+11,,1,,FOOT50964,,50964,,5694897,0,0,150693669,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:16,4/26/2026,1/1/1900 0:16,50964,MEDU9545998,12,P2V3523,,335,D035,,0,4340365,5.03953E+11,,1,,FOOT50964,,50964,,5690077,0,0,150673247,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:59,4/26/2026,1/1/1900 2:59,50964,MEDU9502677,12,P2V3B73,,335,D043,,0,9810423,5.03953E+11,,1,,FOOT50964,,50964,,5690716,0,0,150685005,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:14,4/26/2026,1/1/1900 5:14,50870,EISU946810,2,P2V1R86,,335,D018,39400858,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150695910,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:19,4/26/2026,1/1/1900 3:19,50957,FFAU1123872,3,P2V3D72,,335,D031A,39401101,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,1,150687196,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:01,4/26/2026,1/1/1900 3:01,50857,MEDU9501270,11,P2V3G79,,335,D045,,0,U1033046,5.03953E+11,,1,,FOOT50857,,50857,,5690948,0,0,150685224,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:04,4/26/2026,1/1/1900 4:04,50964,MEDU9549740,28,P2V2V42,,335,D047,,0,6100477,5.03953E+11,,1,,FOOT50964,,50964,,5688889,0,0,150689587,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:24,4/26/2026,1/1/1900 0:24,50857,MEDU9517532,14,P2V3D74,,335,D039,,0,7970235,5.03953E+11,,1,,FOOT50857,,50857,,5690839,0,0,150674326,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:00,4/26/2026,1/1/1900 0:00,50870,IMTU9073853,9,P2V0S97,,335,D017,39400816,0,B680-99,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,0,150670336,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:16,4/26/2026,1/1/1900 3:16,50957,FFAU1123872,1,P2V3D72,,335,D031A,39401106,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150686640,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:02,4/26/2026,1/1/1900 0:02,50870,IMTU9073853,1,P2V0S97,,335,D017,39400821,0,B680-31,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,0,150670859,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:22,4/26/2026,1/1/1900 3:22,50957,FFAU1123872,4,P2V3D72,,335,D031A,39401097,0,D612-01,6.31051E+11,,1,,FOOT50957,R,50957,,5690847,0,0,150687673,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:35,4/26/2026,1/1/1900 4:35,50526,TCKU7984372,2,P2V3W69,,335,D033,39386417,0,B922-93W9,6.18269E+11,,1,,FOOT50526,,50526,,5692356,0,15,150691985,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:05,4/26/2026,1/1/1900 5:05,50957,MCCU3045621,6,P2V1T87,,335,D014,39400857,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695027,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:06,4/26/2026,1/1/1900 2:06,50870,TRHU4730665,1,P2V3935,,335,D023,39400947,0,T736-20,6.39905E+11,,1,,FOOT50870,,50870,,5690550,0,0,150680077,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:16,4/26/2026,1/1/1900 5:16,50526,SKHU9412759,5,P2V3B65,,335,D016,39405334,0,B602-157,6.4245E+11,,1,,FOOT50526,,50526,,5692322,0,0,150696365,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:24,4/26/2026,1/1/1900 0:24,50857,MEDU9517532,14,P2V3D74,,335,D039,,0,3120138,5.03953E+11,,1,,FOOT50857,,50857,,5690839,0,1,150674288,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:02,4/26/2026,1/1/1900 0:02,50957,WHLU535184,2,P2V2R27,,335,D019,39380023,0,B794-182,6.6147E+11,,1,,FOOT50957,,50957,,5688673,0,0,150670867,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:17,4/26/2026,1/1/1900 5:17,50870,EISU946810,3,P2V1R86,,335,D018,39400864,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150696597,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:27,4/26/2026,1/1/1900 4:27,50526,TCKU7984372,6,P2V3W69,,335,D033,39386414,0,B922-58,6.18269E+11,,1,,FOOT50526,,50526,,5692356,0,0,150691300,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:07,4/26/2026,1/1/1900 2:07,50857,MEDU9522544,4,P2V3628,,335,D037,,0,7790146,5.03953E+11,,1,,FOOT50857,,50857,,5690241,0,0,150680197,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:16,4/26/2026,1/1/1900 0:16,50964,MEDU9545998,12,P2V3523,,335,D035,,0,7790146,5.03953E+11,,1,,FOOT50964,,50964,,5690077,0,0,150673178,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:24,4/26/2026,1/1/1900 0:24,50857,MEDU9517532,14,P2V3D74,,335,D039,,0,3120138,5.03953E+11,,1,,FOOT50857,,50857,,5690839,0,0,150674293,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:41,4/26/2026,1/1/1900 2:41,50526,SITU9073411,1,P2V3X02,,335,D027,39386495,0,B697-31,6.18269E+11,,1,,FOOT50526,,50526,,5692361,0,0,150683186,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:07,4/26/2026,1/1/1900 2:07,50857,MEDU9522544,4,P2V3628,,335,D037,,0,7790146,5.03953E+11,,1,,FOOT50857,,50857,,5690241,0,0,150680134,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:16,4/26/2026,1/1/1900 0:16,50964,MEDU9545998,12,P2V3523,,335,D035,,0,6100446,5.03953E+11,,1,,FOOT50964,,50964,,5690077,0,0,150673206,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:19,4/26/2026,1/1/1900 5:19,50870,EISU946810,4,P2V1R86,,335,D018,39400868,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150697055,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:07,4/26/2026,1/1/1900 5:07,50957,MCCU3045621,7,P2V1T87,,335,D014,39400984,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,12,150695274,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:16,4/26/2026,1/1/1900 3:16,50957,FFAU1123872,1,P2V3D72,,335,D031A,39401106,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150686647,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:02,4/26/2026,1/1/1900 0:02,50870,IMTU9073853,1,P2V0S97,,335,D017,39400821,0,B680-31,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,6,150670854,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:32,4/26/2026,1/1/1900 4:32,50526,TCKU7984372,2,P2V3W69,,335,D033,39386425,0,B922-46,6.18269E+11,,1,,FOOT50526,,50526,,5692356,0,0,150691812,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:02,4/26/2026,1/1/1900 0:02,50870,IMTU9073853,1,P2V0S97,,335,D017,39400821,0,B680-31,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,0,150670857,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:47,4/26/2026,1/1/1900 1:47,50526,HDMU6733440,5,P2V2L65,,335,D021,39386513,0,T468-3,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150678067,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:36,4/26/2026,1/1/1900 1:36,50526,HDMU6733440,4,P2V2L65,,335,D021,39386531,0,T459-20,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150677104,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:24,4/26/2026,1/1/1900 0:24,50857,MEDU9517532,14,P2V3D74,,335,D039,,0,U1033046,5.03953E+11,,1,,FOOT50857,,50857,,5690839,0,0,150674342,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:21,4/26/2026,1/1/1900 3:21,50957,FFAU1123872,4,P2V3D72,,335,D031A,39401099,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687506,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:49,4/26/2026,1/1/1900 1:49,50526,HDMU6733440,3,P2V2L65,,335,D021,39386510,0,T468-7,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150678323,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:06,4/26/2026,1/1/1900 5:06,50957,MCCU3045621,7,P2V1T87,,335,D014,39400979,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695088,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:01,4/26/2026,1/1/1900 0:01,50957,WHLU535184,1,P2V2R27,,335,D019,39380017,0,B794-182,6.6147E+11,,1,,FOOT50957,,50957,,5688673,0,0,150670570,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:01,4/26/2026,1/1/1900 0:01,50870,IMTU9073853,4,P2V0S97,,335,D017,39400824,0,B680-57,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,0,150670558,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:37,4/26/2026,1/1/1900 5:37,50957,NSSU7030794,2,P2V4J87,,335,D023,39401001,0,D764-35,6.83812E+11,,1,,FOOT50957,,50957,,5694166,0,0,150699044,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:01,4/26/2026,1/1/1900 0:01,50957,WHLU535184,2,P2V2R27,,335,D019,39380018,0,B794-182,6.6147E+11,,1,,FOOT50957,,50957,,5688673,0,8,150670598,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:03,4/26/2026,1/1/1900 0:03,50870,IMTU9073853,2,P2V0S97,,335,D017,39400829,0,B680-46,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,0,150671224,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:23,4/26/2026,1/1/1900 2:23,50957,FBLU0071202,1,P2V3899,,335,D025,39401116,0,T637-20,6.39905E+11,,1,,FOOT50957,,50957,,5690539,0,0,150681339,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:19,4/26/2026,1/1/1900 3:19,50957,FFAU1123872,3,P2V3D72,,335,D031A,39401102,0,D612-00,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687142,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:09,4/26/2026,1/1/1900 5:09,50957,MCCU3045621,1,P2V1T87,,335,D014,39400995,0,B947-54,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695613,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:02,4/26/2026,1/1/1900 5:02,50957,MCCU3045621,8,P2V1T87,,335,D014,39400970,0,D947-01A,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150693844,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:31,4/26/2026,1/1/1900 4:31,50526,TCKU7984372,7,P2V3W69,,335,D033,39386492,0,B922-56W1,6.18269E+11,,1,,FOOT50526,,50526,,5692356,0,0,150691690,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:23,4/26/2026,1/1/1900 2:23,50957,FBLU0071202,1,P2V3899,,335,D025,39401116,0,T637-20,6.39905E+11,,1,,FOOT50957,,50957,,5690539,0,17,150681334,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:45,4/26/2026,1/1/1900 5:45,50857,ITLU1800000,12,P2V4X10,,335,D036,,0,9360579,5.03953E+11,,1,,FOOT50857,,50857,,5695070,0,0,150700629,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:16,4/26/2026,1/1/1900 5:16,50526,SKHU9412759,5,P2V3B65,,335,D016,39405336,0,B602-93,6.4245E+11,,1,,FOOT50526,,50526,,5692322,0,0,150696210,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:11,4/26/2026,1/1/1900 5:26,50957,NSSU7030794,4,P2V4J87,,335,D023,39401090,0,R76666,,,1,,FOOT50957,,50957,,5694166,48413772,910,150698086,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:18,4/26/2026,1/1/1900 3:18,50957,FFAU1123872,4,P2V3D72,,335,D031A,39401104,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687010,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:45,4/26/2026,1/1/1900 5:45,50857,ITLU1800000,12,P2V4X10,,335,D036,,0,9360579,5.03953E+11,,1,,FOOT50857,,50857,,5695070,0,0,150700633,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:06,4/26/2026,1/1/1900 5:06,50957,MCCU3045621,7,P2V1T87,,335,D014,39400979,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695089,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:04,4/26/2026,1/1/1900 2:04,50964,CAIU4487964,9,P2V4R61,,335,D041,,0,6590631,5.03953E+11,,1,,FOOT50964,,50964,,5694613,0,0,150679765,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:16,4/26/2026,1/1/1900 0:16,50964,MEDU9545998,12,P2V3523,,335,D035,,0,4340365,5.03953E+11,,1,,FOOT50964,,50964,,5690077,0,0,150673236,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:01,4/26/2026,1/1/1900 5:01,50964,ITLU2000000,6,P2V4T80,,335,D034,,0,3940265,5.03953E+11,,1,,FOOT50964,,50964,,5694897,0,0,150693658,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:27,4/26/2026,1/1/1900 4:27,50526,TCKU7984372,3,P2V3W69,,335,D033,39386416,0,B922-93W9,6.18269E+11,,1,,FOOT50526,,50526,,5692356,0,0,150691374,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:03,4/26/2026,1/1/1900 5:03,50957,MCCU3045621,8,P2V1T87,,335,D014,39400967,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150694307,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:32,4/26/2026,1/1/1900 4:32,50526,TCKU7984372,2,P2V3W69,,335,D033,39386425,0,B922-46,6.18269E+11,,1,,FOOT50526,,50526,,5692356,0,12,150691809,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:16,4/26/2026,1/1/1900 0:16,50964,MEDU9545998,12,P2V3523,,335,D035,,0,6100446,5.03953E+11,,1,,FOOT50964,,50964,,5690077,0,0,150673226,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:07,4/26/2026,1/1/1900 2:07,50857,MEDU9522544,4,P2V3628,,335,D037,,0,4340365,5.03953E+11,,1,,FOOT50857,,50857,,5690241,0,0,150680154,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:14,4/26/2026,1/1/1900 5:14,50870,EISU946810,3,P2V1R86,,335,D018,39400859,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150695982,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:57,4/26/2026,1/1/1900 3:57,50870,UETU5795621,2,P2V3B52,,335,D029,39400848,0,B602-54S,6.4245E+11,,1,,FOOT50870,,50870,,5692302,0,11,150689072,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:04,4/26/2026,1/1/1900 2:04,50964,CAIU4487964,9,P2V4R61,,335,D041,,0,6590631,5.03953E+11,,1,,FOOT50964,,50964,,5694613,0,0,150679742,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:04,4/26/2026,1/1/1900 4:04,50964,MEDU9549740,28,P2V2V42,,335,D047,,0,4340317,5.03953E+11,,1,,FOOT50964,,50964,,5688889,0,0,150689628,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:16,4/26/2026,1/1/1900 0:16,50964,MEDU9545998,12,P2V3523,,335,D035,,0,6100446,5.03953E+11,,1,,FOOT50964,,50964,,5690077,0,0,150673219,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:02,4/26/2026,1/1/1900 0:02,50870,IMTU9073853,1,P2V0S97,,335,D017,39400826,0,B680-46,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,0,150670955,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:20,4/26/2026,1/1/1900 3:20,50957,FFAU1123872,4,P2V3D72,,335,D031A,39401100,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687387,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:01,4/26/2026,1/1/1900 0:01,50870,IMTU9073853,4,P2V0S97,,335,D017,39400824,0,B680-57,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,0,150670573,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:30,4/26/2026,1/1/1900 3:30,50957,FFAU1123872,2,P2V3D72,,335,D031A,39401097,0,D612-01,6.31051E+11,,1,,FOOT50957,R,50957,,5690847,0,0,150688186,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:37,4/26/2026,1/1/1900 4:37,50857,MEDU9505974,7,P2V3C74,,335,D049,,0,4450425,5.03953E+11,,1,,FOOT50857,,50857,,5690781,0,0,150692285,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:07,4/26/2026,1/1/1900 5:07,50957,MCCU3045621,7,P2V1T87,,335,D014,39400985,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695252,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:01,4/26/2026,1/1/1900 3:01,50857,MEDU9501270,11,P2V3G79,,335,D045,,0,U1033046,5.03953E+11,,1,,FOOT50857,,50857,,5690948,0,0,150685234,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:18,4/26/2026,1/1/1900 5:18,50526,SKHU9412759,1,P2V3B65,,335,D016,39405328,0,B602-157,6.4245E+11,,1,,FOOT50526,,50526,,5692322,0,0,150696794,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:49,4/26/2026,1/1/1900 1:49,50526,HDMU6733440,3,P2V2L65,,335,D021,39386510,0,T468-7,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150678335,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:24,4/26/2026,1/1/1900 0:24,50857,MEDU9517532,14,P2V3D74,,335,D039,,0,U1033046,5.03953E+11,,1,,FOOT50857,,50857,,5690839,0,0,150674338,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:16,4/26/2026,1/1/1900 5:16,50526,SKHU9412759,5,P2V3B65,,335,D016,39405334,0,B602-157,6.4245E+11,,1,,FOOT50526,,50526,,5692322,0,1,150696358,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:37,4/26/2026,1/1/1900 4:37,50857,MEDU9505974,7,P2V3C74,,335,D049,,0,5930147,5.03953E+11,,1,,FOOT50857,,50857,,5690781,0,0,150692276,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:39,4/26/2026,1/1/1900 2:39,50526,SITU9073411,2,P2V3X02,,335,D027,39386503,0,B697-58,6.18269E+11,,1,,FOOT50526,,50526,,5692361,0,0,150682811,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:36,4/26/2026,1/1/1900 4:36,50857,MEDU9505974,7,P2V3C74,,335,D049,,0,5430488,5.03953E+11,,1,,FOOT50857,,50857,,5690781,0,0,150692223,0,,335,A3ALL,1
